DATAFLOW,LAST UPDATE,freq,indic_ur,cities,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LT001C,2020,21558,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LT002C,2020,11477,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LT003C,2020,3963,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LT004C,2020,2401,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LT005C,2020,5927,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LT006C,2020,4024,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LV,2020,89522,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LV001C,2020,26109,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LV002C,2020,3743,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LV003C,2020,2851,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,LV004C,2020,3712,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,MT001C,2020,10350,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL,2020,1049158,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL001C,2020,49211,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL002C,2020,11685,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL003C,2020,4749,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL004C,2020,14167,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL005C,2020,6977,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL006C,2020,10283,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL007C,2020,10107,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL008C,2020,10059,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL009C,2020,4472,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL010C,2020,3886,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL011C,2020,11168,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL012C,2020,6286,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL013C,2020,10382,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL014C,2020,15378,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL015C,2020,10430,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL016C,2020,4472,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL017C,2020,43543,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL018C,2020,14376,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL019C,2020,15845,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL020C,2020,10653,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL021C,2020,5547,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL022C,2020,9756,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL023C,2020,5967,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL024C,2020,5193,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL025C,2020,8498,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL026C,2020,5318,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL027C,2020,4524,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL028C,2020,7758,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL029C,2020,15951,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL030C,2020,4989,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL031C,2020,7680,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL032C,2020,5552,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL033C,2020,9755,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL034C,2020,6400,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL035C,2020,5632,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL036C,2020,4919,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL037C,2020,70572,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL038C,2020,4551,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL039C,2020,6109,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL040C,2020,4478,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL041C,2020,13410,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL042C,2020,24408,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL043C,2020,4477,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL044C,2020,5713,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL045C,2020,9228,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL046C,2020,7442,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,NL047C,2020,7785,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL,2020,1762933,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL001C,2020,66666,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL002C,2020,24016,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL003C,2020,27698,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL004C,2020,21217,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL005C,2020,19164,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL006C,2020,17980,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL007C,2020,14972,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL008C,2020,12910,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL009C,2020,13468,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL010C,2020,9955,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL011C,2020,12078,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL012C,2020,7106,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL013C,2020,7778,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL014C,2020,6867,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL015C,2020,7759,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL016C,2020,4729,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL017C,2020,4953,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL018C,2020,5695,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL019C,2020,2824,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL020C,2020,3922,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL021C,2020,3373,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL022C,2020,2776,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL023C,2020,2902,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL024C,2020,8385,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL025C,2020,9133,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL026C,2020,4731,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL027C,2020,4200,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL028C,2020,3941,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL029C,2020,3444,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL030C,2020,3926,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL031C,2020,3444,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL032C,2020,3149,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL033C,2020,2777,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL034C,2020,3313,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL035C,2020,2860,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL036C,2020,2716,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL037C,2020,2987,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL038C,2020,2731,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL039C,2020,2939,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL040C,2020,2534,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL041C,2020,2596,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL042C,2020,2487,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL043C,2020,2304,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL044C,2020,2800,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL045C,2020,2391,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL046C,2020,2730,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL047C,2020,2630,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL048C,2020,2862,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL049C,2020,2021,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL050C,2020,2323,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL051C,2020,2756,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL052C,2020,2966,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL053C,2020,9603,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL054C,2020,6898,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL055C,2020,6580,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL056C,2020,6489,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL057C,2020,6296,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL058C,2020,6876,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL059C,2020,5868,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL060C,2020,5931,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL061C,2020,5084,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL062C,2020,4013,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL063C,2020,4994,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL064C,2020,4524,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL065C,2020,4392,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL066C,2020,4257,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL067C,2020,3814,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PL068C,2020,3822,e,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT,2020,543199,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT001C,2020,97199,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT002C,2020,50013,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT003C,2020,10949,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT004C,2020,5695,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT005C,2020,6895,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT006C,2020,6710,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT007C,2020,4028,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT008C,2020,4146,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT009C,2020,3424,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT010C,2020,5368,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT011C,2020,4258,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT012C,2020,5322,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT013C,2020,3741,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT014C,2020,23059,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT015C,2020,8527,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,PT016C,2020,7806,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE,2020,568910,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE001C,2020,80740,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE002C,2020,34466,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE003C,2020,16068,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE005C,2020,6575,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE006C,2020,12310,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE007C,2020,8998,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE008C,2020,8635,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE009C,2020,5953,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE010C,2020,8829,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE011C,2020,8015,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE012C,2020,8198,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE013C,2020,6819,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE014C,2020,6426,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SE015C,2020,5402,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SI001C,2020,13396,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SI002C,2020,4803,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK,2020,262751,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK001C,2020,14451,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK002C,2020,10810,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK003C,2020,2836,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK004C,2020,3014,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK005C,2020,3683,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK006C,2020,3186,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK007C,2020,2540,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1046V,SK008C,2020,2166,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE,2020,326790,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE001C,2020,34509,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE002C,2020,14704,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE003C,2020,6596,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE004C,2020,6261,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE005C,2020,10744,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE006C,2020,3025,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE007C,2020,3255,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE008C,2020,2400,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE009C,2020,2644,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE010C,2020,2043,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BE011C,2020,1621,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG,2020,161171,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG001C,2020,26141,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG002C,2020,8025,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG003C,2020,7346,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG004C,2020,4792,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG005C,2020,1973,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG006C,2020,3081,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG007C,2020,1021,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG008C,2020,2979,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG009C,2020,2271,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG010C,2020,1882,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG011C,2020,1641,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG012C,2020,1534,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG013C,2020,1624,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG014C,2020,1678,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG015C,2020,1648,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG016C,2020,1465,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG017C,2020,1457,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,BG018C,2020,1184,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH001C,2020,4463,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH002C,2020,13857,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH003C,2020,10622,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH004C,2020,7425,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH005C,2020,6969,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH006C,2020,3486,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH007C,2020,2607,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH008C,2020,2095,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH009C,2020,1813,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CH010C,2020,1689,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ001C,2020,25685,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ002C,2020,7629,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ003C,2020,6578,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ004C,2020,3452,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ005C,2020,2398,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ006C,2020,2010,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ007C,2020,2343,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ008C,2020,1924,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ009C,2020,1889,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ010C,2020,1873,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ011C,2020,1619,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ012C,2020,1526,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ013C,2020,945,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ014C,2020,1109,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ015C,2020,1658,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ016C,2020,1609,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ017C,2020,1258,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,CZ018C,2020,1652,d,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE001C,2020,76228,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE002C,2020,41441,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE003C,2020,29919,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE004C,2020,23948,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE005C,2020,16220,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE006C,2020,13382,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE007C,2020,13894,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE008C,2020,11723,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE009C,2020,12265,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE010C,2020,14564,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE011C,2020,12814,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE012C,2020,13725,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE013C,2020,11852,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE014C,2020,11708,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE015C,2020,8329,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE016C,2020,8814,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE017C,2020,5350,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE018C,2020,5182,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE019C,2020,6985,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE020C,2020,2613,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE021C,2020,4020,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE022C,2020,2523,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE023C,2020,3853,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE024C,2020,2635,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE025C,2020,5331,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE026C,2020,3096,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE027C,2020,1219,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE028C,2020,1526,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE029C,2020,2210,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE030C,2020,4440,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE031C,2020,6514,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE032C,2020,8353,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE033C,2020,7775,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE034C,2020,6623,,
ESTAT:URB_CPOP1(1.0),02/04/26 23:00:00,A,DE1047V,DE035C,2020,4706,,
