route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,operator,type,train_gco2_pkm,plane_gco2_pkm,train_co2_kg,plane_co2_kg,co2_savings_kg,savings_percent,emission_source,calculation_date,is_outlier_distance,is_cross_border,distance_category,is_flight_competitive,co2_ratio_train_plane,type_encoded,capacity,passengers_estimated,load_factor,is_underserved
Münster(Westf)Hbf → Basel SBB,Munster Westf Hbf,Basel Sbb,night,Munster Westf → Basel Sbb,DE,DE,490.29,DB,night,14,144,6.86,70.6,63.74,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,1,200,71,0.355,0
Oberhausen Hbf → Basel SBB,Oberhausen Hbf,Basel Sbb,day,Oberhausen → Basel Sbb,DE,DE,439.95,DB,day,14,144,6.16,63.35,57.19,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,152,0.5067,0
IR27,Olten,Basel Sbb,day,Olten → Basel Sbb,CH,CH,32.32,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.45,4.65,4.2,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,162,0.54,0
612B,Paris Gare De Lyon Hall 1 2,Basel Sbb,day,Paris de Lyon Hall 1 2 → Basel Sbb,FR,FR,412.56,SNCF,day,14,144,5.78,59.41,53.63,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,0,300,109,0.3633,0
612B,Paris Est,Basel Sbb,day,Paris Est → Basel Sbb,FR,FR,414.73,SNCF,day,14,144,5.81,59.72,53.91,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,0,300,179,0.5967,0
S32,Sissach,Basel Sbb,day,Sissach → Basel Sbb,CH,CH,19.18,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.27,2.76,2.49,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0978,0,300,90,0.3,0
IR36,Stein Sackingen,Basel Sbb,day,Stein Sackingen → Basel Sbb,CH,CH,26.97,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.38,3.88,3.5,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0979,0,300,147,0.49,0
K200,Strasbourg,Basel Sbb,night,Strasbourg → Basel Sbb,FR,FR,115.89,SNCF VOYAGEURS,night,14,144,1.62,16.69,15.07,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,1,200,84,0.42,0
ICE 60,Stuttgart Hbf,Basel Sbb,day,Stuttgart → Basel Sbb,DE,CH,181.35,DB,day,14,144,2.54,26.11,23.57,90.3,Back-on-Track 2022,2026-03-22,0,1,moyen,1,0.0973,0,300,211,0.7033,0
Basel SBB → Utrecht Centraal,Basel Sbb,Utrecht Centraal,day,Basel Sbb → Utrecht Centraal,DE,DE,535.38,DB,day,14,144,7.5,77.09,69.59,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0973,0,300,152,0.5067,0
IC51,Yverdon Les Bains,Basel Sbb,day,Yverdon les Bains → Basel Sbb,CH,CH,111.33,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.56,16.03,14.47,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,111,0.37,0
S6,Basel Sbb,Zell Wiesental,day,Basel Sbb → Zell Wiesental,CH,CH,26.23,SBB (SBB GmbH),day,14,144,0.37,3.78,3.41,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0979,0,300,133,0.4433,0
IR36,Basel Sbb,Zurich Flughafen,day,Basel Sbb → Zurich Flughafen,CH,CH,73.87,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.03,10.64,9.61,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,195,0.65,0
Basel SBB → Zürich HB,Basel Sbb,Zurich Hb,day,Basel Sbb → Zurich Hb,CH,CH,73.9,Unknown,day,14,144,1.03,10.64,9.61,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,124,0.4133,0
IR36,Zurich Oerlikon,Basel Sbb,day,Zurich Oerlikon → Basel Sbb,CH,CH,73.31,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.03,10.56,9.53,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,188,0.6267,0
EXT,Zurich Hb,Basel St Jakob,day,Zurich Hb → Basel St Jakob,CH,CH,71.59,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.0,10.31,9.31,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,99,0.33,0
S8,Bern,Batterkinden,day,Bern → Batterkinden,CH,CH,21.4,RBS (Regionalverkehr Bern-Solothurn),day,14,144,0.3,3.08,2.78,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,174,0.58,0
S8,Zollikofen,Batterkinden,day,Zollikofen → Batterkinden,CH,CH,15.25,RBS (Regionalverkehr Bern-Solothurn),day,14,144,0.21,2.2,1.99,90.5,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0955,0,300,215,0.7167,0
S26,Bauma,Ruti Zh,day,Bauma → Ruti Zh,CH,CH,12.19,THURBO (THURBO),day,14,144,0.17,1.76,1.59,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0966,0,300,90,0.3,0
S26,Winterthur,Bauma,day,Winterthur → Bauma,CH,CH,18.67,THURBO (THURBO),day,14,144,0.26,2.69,2.43,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,114,0.38,0
S26,Bauma,Winterthur Gruze,day,Bauma → Winterthur Gruze,CH,CH,17.33,THURBO (THURBO),day,14,144,0.24,2.5,2.26,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.096,0,300,176,0.5867,0
D51,Bayonne,Biganos Facture,day,Bayonne → Biganos Facture,FR,FR,133.07,SNCF,day,14,144,1.86,19.16,17.3,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,141,0.47,0
L51,Bayonne,Bordeaux Saint Jean,night,Bayonne → Bordeaux Saint Jean,FR,FR,164.78,SNCF VOYAGEURS,night,14,144,2.31,23.73,21.42,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,1,200,131,0.655,0
F54,Bayonne,Cambo Les Bains,day,Bayonne → Cambo les Bains,FR,FR,15.77,SNCF,day,14,144,0.22,2.27,2.05,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,123,0.41,0
L53,Bayonne,Coarraze Nay,day,Bayonne → Coarraze Nay,FR,FR,105.36,SNCF,day,14,144,1.48,15.17,13.69,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,154,0.5133,0
D51,Bayonne,Dax,day,Bayonne → Dax,FR,FR,41.98,SNCF,day,14,144,0.59,6.05,5.46,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,143,0.4767,0
L53,Bayonne,Hendaye,day,Bayonne → Hendaye,FR,FR,29.79,SNCF,day,14,144,0.42,4.29,3.87,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0979,0,300,203,0.6767,0
L54,Bayonne,Saint Jean Pied De Port,day,Bayonne → Saint Jean Pied de Port,FR,FR,41.15,SNCF,day,14,144,0.58,5.93,5.35,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0978,0,300,161,0.5367,0
L53,Pau,Bayonne,day,Pau → Bayonne,FR,FR,91.81,SNCF,day,14,144,1.29,13.22,11.93,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,165,0.55,0
L53,Puyoo,Bayonne,day,Puyoo → Bayonne,FR,FR,45.23,SNCF,day,14,144,0.63,6.51,5.88,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,131,0.4367,0
L53,Tarbes,Bayonne,day,Tarbes → Bayonne,FR,FR,127.7,SNCF,day,14,144,1.79,18.39,16.6,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,128,0.4267,0
552A,Bayonne,Toulouse Matabiau,day,Bayonne → Toulouse Matabiau,FR,FR,235.96,SNCF,day,14,144,3.3,33.98,30.68,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,131,0.4367,0
P32,Beauvais,Creil,day,Beauvais → Creil,FR,FR,32.99,SNCF Voyageurs EA,day,14,144,0.46,4.75,4.29,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,168,0.56,0
P30,Beauvais,Le Treport Mers Les Bains,day,Beauvais → le Treport Mers les Bains,FR,FR,87.32,SNCF Voyageurs EA,day,14,144,1.22,12.57,11.35,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,131,0.4367,0
C17,Beauvais,Paris Gare Du Nord,day,Beauvais → Paris du Nord,FR,FR,63.77,SNCF,day,14,144,0.89,9.18,8.29,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,163,0.5433,0
P9,Bedarieux,Beziers,day,Bedarieux → Beziers,FR,FR,30.8,SNCF,day,14,144,0.43,4.44,4.01,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0968,0,300,243,0.81,0
L55,Pau,Bedous,day,Pau → Bedous,FR,FR,38.0,SNCF,day,14,144,0.53,5.47,4.94,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,189,0.63,0
S9,Lenzburg,Beinwil Am See,day,Lenzburg → Beinwil am See,CH,CH,13.99,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.2,2.01,1.81,90.0,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0995,0,300,135,0.45,0
S9,Beinwil Am See,Luzern,day,Beinwil am See → Luzern,CH,CH,25.48,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.36,3.67,3.31,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0981,0,300,204,0.68,0
C13,Belfort Ville,Besancon Viotte,day,Belfort Ville → Besancon Viotte,FR,FR,75.9,SNCF,day,14,144,1.06,10.93,9.87,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,132,0.44,0
K13,Belfort Ville,Bourg En Bresse,day,Belfort Ville → Bourg En Bresse,FR,FR,202.21,SNCF,day,14,144,2.83,29.12,26.29,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,90,0.3,0
C5,Delle,Belfort Ville,day,Delle → Belfort Ville,FR,FR,18.35,SNCF,day,14,144,0.26,2.64,2.38,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0985,0,300,105,0.35,0
P50,Belfort Ville,Epinal,day,Belfort Ville → Epinal,FR,FR,67.92,SNCF,day,14,144,0.95,9.78,8.83,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,90,0.3,0
K13,Lons Le Saunier,Belfort Ville,night,Lons le Saunier → Belfort Ville,FR,FR,145.65,SNCF VOYAGEURS,night,14,144,2.04,20.97,18.93,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,1,200,109,0.545,0
K13,Lyon Part Dieu,Belfort Ville,day,Lyon Part Dieu → Belfort Ville,FR,FR,257.86,SNCF,day,14,144,3.61,37.13,33.52,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,151,0.5033,0
K13,Lyon Perrache,Belfort Ville,day,Lyon Perrache → Belfort Ville,FR,FR,260.47,SNCF,day,14,144,3.65,37.51,33.86,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,225,0.75,0
C13,Belfort Ville,Montbeliard,day,Belfort Ville → Montbeliard,FR,FR,14.21,SNCF,day,14,144,0.2,2.05,1.85,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,165,0.55,0
C13,Belfort Ville,Montreux Vieux,day,Belfort Ville → Montreux Vieux,FR,FR,12.96,SNCF,day,14,144,0.18,1.87,1.69,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0963,0,300,140,0.4667,0
C13,Mulhouse,Belfort Ville,day,Mulhouse → Belfort Ville,FR,FR,38.58,SNCF,day,14,144,0.54,5.56,5.02,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,187,0.6233,0
K4,Belfort Ville,Paris Est,night,Belfort Ville → Paris Est,FR,FR,360.34,SNCF VOYAGEURS,night,14,144,5.04,51.89,46.85,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,1,200,60,0.3,0
K4,Belfort Ville,Troyes,day,Belfort Ville → Troyes,FR,FR,220.31,SNCF,day,14,144,3.08,31.72,28.64,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,161,0.5367,0
P45,Belfort Ville,Vesoul,day,Belfort Ville → Vesoul,FR,FR,52.65,SNCF,day,14,144,0.74,7.58,6.84,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,185,0.6167,0
TER,Besancon Viotte,Belfort,day,Besancon Viotte → Belfort,CH,CH,75.86,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.06,10.92,9.86,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,90,0.3,0
TER,Belfort,Bourg En Bresse,day,Belfort → Bourg En Bresse,CH,CH,202.23,SNCF (Société Nationale des Chemins de fer Français),day,14,144,2.83,29.12,26.29,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,201,0.67,0
TER,Delle,Belfort,day,Delle → Belfort,CH,CH,18.42,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.26,2.65,2.39,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0981,0,300,165,0.55,0
TER,Belfort,Epinal,day,Belfort → Epinal,CH,CH,67.91,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.95,9.78,8.83,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,131,0.4367,0
TER,Lons Le Saunier,Belfort,day,Lons le Saunier → Belfort,CH,CH,145.63,SNCF (Société Nationale des Chemins de fer Français),day,14,144,2.04,20.97,18.93,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,178,0.5933,0
TER,Lyon Part Dieu,Belfort,day,Lyon Part Dieu → Belfort,CH,CH,257.82,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.61,37.13,33.52,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,252,0.84,0
TER,Lyon Perrache,Belfort,day,Lyon Perrache → Belfort,CH,CH,260.49,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.65,37.51,33.86,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0973,0,300,158,0.5267,0
TER,Belfort,Montbeliard,day,Belfort → Montbeliard,CH,CH,14.2,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.2,2.04,1.84,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.098,0,300,161,0.5367,0
TER,Belfort,Mulhouse,day,Belfort → Mulhouse,CH,CH,38.57,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.54,5.55,5.01,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,129,0.43,0
TER,Belfort,Paris Est,day,Belfort → Paris Est,CH,CH,360.27,SNCF (Société Nationale des Chemins de fer Français),day,14,144,5.04,51.88,46.84,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,112,0.3733,0
TER,Belfort,Troyes,day,Belfort → Troyes,CH,CH,220.32,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.08,31.73,28.65,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,187,0.6233,0
TER,Vesoul,Belfort,day,Vesoul → Belfort,CH,CH,52.61,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.74,7.58,6.84,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,111,0.37,0
TER,Chambery Challes Les Eaux,Bellegarde Sur Valserine,day,Chambery Challes les Eaux → Bellegarde Sur Valserine,CH,CH,60.42,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.85,8.7,7.85,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,153,0.51,0
TER,Bellegarde Sur Valserine,Evian Les Bains,day,Bellegarde Sur Valserine → Evian les Bains,CH,CH,66.02,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.92,9.51,8.59,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,129,0.43,0
TER,Bellegarde Sur Valserine,Geneve,day,Bellegarde Sur Valserine → Geneve,CH,CH,26.76,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.37,3.85,3.48,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0961,0,300,172,0.5733,0
TER,Grenoble,Bellegarde Sur Valserine,day,Grenoble → Bellegarde Sur Valserine,CH,CH,102.64,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.44,14.78,13.34,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,165,0.55,0
TGV,Bellegarde Sur Valserine,Lausanne,day,Bellegarde Sur Valserine → Lausanne,CH,CH,76.43,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.07,11.01,9.94,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,197,0.6567,0
TER,Lyon Part Dieu,Bellegarde Sur Valserine,day,Lyon Part Dieu → Bellegarde Sur Valserine,CH,CH,84.25,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.18,12.13,10.95,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0973,0,300,127,0.4233,0
TGV,Bellegarde Sur Valserine,Paris Gare De Lyon,day,Bellegarde Sur Valserine → Paris de Lyon,CH,CH,399.56,SNCF (Société Nationale des Chemins de fer Français),day,14,144,5.59,57.54,51.95,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0971,0,300,138,0.46,0
TER,Pougny Chancy,Bellegarde Sur Valserine,day,Pougny Chancy → Bellegarde Sur Valserine,CH,CH,11.08,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.16,1.6,1.44,90.0,Back-on-Track 2022,2026-03-22,0,0,court,1,0.1,0,300,106,0.3533,0
TER,Bellegarde Sur Valserine,St Gervais Les Bains Le Fayet,day,Bellegarde Sur Valserine → St Gervais les Bains le Fayet,CH,CH,71.31,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.0,10.27,9.27,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,130,0.4333,0
TER,Valence,Bellegarde Sur Valserine,day,Valence → Bellegarde Sur Valserine,CH,CH,150.3,SNCF (Société Nationale des Chemins de fer Français),day,14,144,2.1,21.64,19.54,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.097,0,300,167,0.5567,0
C43,Bellegarde,Chamonix Mont Blanc,day,Bellegarde → Chamonix Mont Blanc,FR,FR,83.71,SNCF,day,14,144,1.17,12.05,10.88,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,184,0.6133,0
C33,Evian Les Bains,Bellegarde,day,Evian les Bains → Bellegarde,FR,FR,66.26,SNCF,day,14,144,0.93,9.54,8.61,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,109,0.3633,0
K1+,Bellegarde,Geneve Cornavin,day,Bellegarde → Geneve Cornavin,FR,FR,27.0,SNCF,day,14,144,0.38,3.89,3.51,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,189,0.63,0
C43,Bellegarde,Saint Gervais Les Bains Le Fayet,day,Bellegarde → Saint Gervais les Bains le Fayet,FR,FR,71.46,SNCF,day,14,144,1.0,10.29,9.29,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0972,0,300,211,0.7033,0
L6,La Plaine Suisse,Bellegarde,day,la Plaine Suisse → Bellegarde,FR,FR,15.63,SNCF,day,14,144,0.22,2.25,2.03,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0978,0,300,169,0.5633,0
C43,La Roche Sur Foron,Bellegarde,day,la Roche Sur Foron → Bellegarde,FR,FR,37.34,SNCF,day,14,144,0.52,5.38,4.86,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0967,0,300,234,0.78,0
K1+,Bellegarde,Lyon Part Dieu,day,Bellegarde → Lyon Part Dieu,FR,FR,84.04,SNCF,day,14,144,1.18,12.1,10.92,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,115,0.3833,0
K1+,Bellegarde,Lyon Part Dieu Gare Routiere,day,Bellegarde → Lyon Part Dieu,FR,FR,83.77,SNCF,day,14,144,1.17,12.06,10.89,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,94,0.3133,0
S10,Biasca,Bellinzona,day,Biasca → Bellinzona,CH,CH,17.92,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.25,2.58,2.33,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,90,0.3,0
EC,Bellinzona,Chiasso,day,Bellinzona → Chiasso,CH,CH,40.39,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.57,5.82,5.25,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0979,0,300,217,0.7233,0
EC,Bellinzona,Como S Giovanni,day,Bellinzona → Como S Giovanni,CH,CH,43.1,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.6,6.21,5.61,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0966,0,300,179,0.5967,0
S30,Bellinzona,Gallarate,day,Bellinzona → Gallarate,CH,CH,62.19,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.87,8.96,8.09,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,147,0.49,0
RE,Lugano,Bellinzona,day,Lugano → Bellinzona,CH,CH,22.06,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.31,3.18,2.87,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0975,0,300,163,0.5433,0
RE,Bellinzona,Luino I,day,Bellinzona → Luino I,CH,CH,31.55,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.44,4.54,4.1,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,99,0.33,0
IR46,Luzern,Bellinzona,day,Luzern → Bellinzona,CH,CH,109.78,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,1.54,15.81,14.27,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0974,0,300,260,0.8667,0
S10,Bellinzona,Mendrisio,day,Bellinzona → Mendrisio,CH,CH,36.5,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.51,5.26,4.75,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,156,0.52,0
IR26,Olten,Bellinzona,day,Olten → Bellinzona,CH,CH,154.39,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,2.16,22.23,20.07,90.3,Back-on-Track 2022,2026-03-22,0,0,moyen,1,0.0972,0,300,155,0.5167,0
IR46,Bellinzona,Zurich Hb,day,Bellinzona → Zurich Hb,CH,CH,136.69,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,1.91,19.68,17.77,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0971,0,300,183,0.61,0
S3,Biel Bienne,Belp,day,Biel Bienne → Belp,CH,CH,33.35,BLS-bls (BLS AG (bls)),day,14,144,0.47,4.8,4.33,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0979,0,300,172,0.5733,0
S3,Belp,Lyss,day,Belp → Lyss,CH,CH,25.44,BLS-bls (BLS AG (bls)),day,14,144,0.36,3.66,3.3,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0984,0,300,160,0.5333,0
S31,Munchenbuchsee,Belp,day,Munchenbuchsee → Belp,CH,CH,15.15,BLS-bls (BLS AG (bls)),day,14,144,0.21,2.18,1.97,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0963,0,300,114,0.38,0
C33,Benfeld,Strasbourg,day,Benfeld → Strasbourg,FR,FR,25.94,SNCF,day,14,144,0.36,3.74,3.38,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0963,0,300,171,0.57,0
P53,Bening Les Saint Avold,Bitche Quartier Driant,day,Bening les Saint Avold → Bitche Quartier Driant,FR,FR,46.63,SNCF,day,14,144,0.65,6.71,6.06,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0969,0,300,235,0.7833,0
C52,Metz,Bening Les Saint Avold,day,Metz → Bening les Saint Avold,FR,FR,47.51,SNCF,day,14,144,0.67,6.84,6.17,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.098,0,300,211,0.7033,0
TER,Metz Ville,Bening Les Saint Avold,day,Metz Ville → Bening les Saint Avold,CH,CH,47.5,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.66,6.84,6.18,90.4,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0965,0,300,222,0.74,0
C52,Bening Les Saint Avold,Sarrebruck,day,Bening les Saint Avold → Sarrebruck,FR,FR,16.45,SNCF,day,14,144,0.23,2.37,2.14,90.3,Back-on-Track 2022,2026-03-22,0,0,court,1,0.097,0,300,127,0.4233,0
C53,Bening Les Saint Avold,Sarreguemines,day,Bening les Saint Avold → Sarreguemines,FR,FR,17.8,SNCF,day,14,144,0.25,2.56,2.31,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0977,0,300,105,0.35,0
R,Bercher,Lausanne Flon,day,Bercher → Lausanne Flon,CH,CH,19.94,LEB (Lausanne-Echallens-Bercher),day,14,144,0.28,2.87,2.59,90.2,Back-on-Track 2022,2026-03-22,0,0,court,1,0.0976,0,300,144,0.48,0
Berchtesgaden Hbf → Dortmund Hbf,Berchtesgaden Hbf,Dortmund Hbf,day,Berchtesgaden → Dortmund,DE,DE,588.56,DB,day,14,144,8.24,84.75,76.51,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,153,0.51,0
Hamburg Hbf → Berchtesgaden Hbf,Hamburg Hbf,Berchtesgaden Hbf,day,Hamburg → Berchtesgaden,DE,DE,691.81,DB,day,14,144,9.69,99.62,89.93,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,199,0.6633,0
Berchtesgaden Hbf → Hamburg-Altona,Berchtesgaden Hbf,Hamburg Altona,day,Berchtesgaden → Hamburg Altona,DE,DE,693.36,DB,day,14,144,9.71,99.84,90.13,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,90,0.3,0
Berchtesgaden Hbf → Hamburg-Harburg,Berchtesgaden Hbf,Hamburg Harburg,day,Berchtesgaden → Hamburg Harburg,DE,DE,681.97,DB,day,14,144,9.55,98.2,88.65,90.3,Back-on-Track 2022,2026-03-22,1,0,long,1,0.0973,0,300,219,0.73,0
Berchtesgaden Hbf → Köln Hbf,Berchtesgaden Hbf,Koln Hbf,day,Berchtesgaden → Koln,DE,DE,572.33,DB,day,14,144,8.01,82.42,74.41,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,143,0.4767,0
Jena Paradies → Bergen auf Rügen,Jena Paradies,Bergen Auf Rugen,day,Jena Paradies → Bergen Auf Rugen,DE,DE,407.78,DB,day,14,144,5.71,58.72,53.01,90.3,Back-on-Track 2022,2026-03-22,0,0,long,1,0.0972,0,300,131,0.4367,0
