route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,operator,type,train_gco2_pkm,plane_gco2_pkm,train_co2_kg,plane_co2_kg,co2_savings_kg,savings_percent,emission_source,calculation_date,train_gco2_pkm_ademe,train_co2_kg_ademe,co2_savings_kg_ademe,rail_modal_share_pct
P3,Le Mans,Nogent Le Rotrou,day,le Mans → Nogent le Rotrou,FR,FR,58.71,SNCF,day,14,144,0.82,8.45,7.63,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.17436870000000002,8.275631299999999,11.1
K3,Le Mans,Paris Montparnasse Hall 1 2,night,le Mans → Paris Montparnasse Hall 1 2,FR,FR,183.02,SNCF VOYAGEURS,night,14,144,2.56,26.35,23.79,90.3,Back-on-Track 2022,2026-03-22,0.014,2.5622800000000003,23.78772,11.1
P41,Le Mans,Rennes,day,le Mans → Rennes,FR,FR,139.17,SNCF,day,14,144,1.95,20.04,18.09,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.41333489999999995,19.6266651,11.1
P15,Le Mans,Sable Sur Sarthe,day,le Mans → Sable Sur Sarthe,FR,FR,43.36,SNCF,day,14,144,0.61,6.24,5.63,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1287792,6.1112208,11.1
K30,Le Mans,Tours,day,le Mans → Tours,FR,FR,77.06,SNCF,day,14,144,1.08,11.1,10.02,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2288682,10.871131799999999,11.1
K4,Le Mont Saint Michel,Villedieu Les Poeles,day,le Mont Saint Michel → Villedieu les Poeles,FR,FR,37.44,SNCF,day,14,144,0.52,5.39,4.87,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.1111968,5.2788032,11.1
R,Tavannes,Le Noirmont,day,Tavannes → le Noirmont,CH,CH,18.52,CJ (Chemins de fer du Jura),day,14,144,0.26,2.67,2.41,90.3,Back-on-Track 2022,2026-03-22,0.014,0.25928,2.41072,21.2
R,Le Noirmont,Tramelan,day,le Noirmont → Tramelan,CH,CH,11.16,CJ (Chemins de fer du Jura),day,14,144,0.16,1.61,1.45,90.1,Back-on-Track 2022,2026-03-22,0.014,0.15624000000000002,1.4537600000000002,21.2
K14,Le Peage De Roussillon,Valence Gare Routiere,day,le Peage de Roussillon → Valence,FR,FR,50.01,SNCF,day,14,144,0.7,7.2,6.5,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1485297,7.0514703,11.1
P173,Le Puy En Velay,Marvejols Place Du Chayla,day,le Puy En Velay → Marvejols Place du Chayla,FR,FR,71.97,SNCF,day,14,144,1.01,10.36,9.35,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2137509,10.146249099999999,11.1
P28,St Etienne Chatcrx G Routiere,Le Puy En Velay,day,St Etienne Chatcrx G → le Puy En Velay,FR,FR,59.69,SNCF,day,14,144,0.84,8.6,7.76,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1772793,8.4227207,11.1
P28,Le Puy En Velay,Vorey,day,le Puy En Velay → Vorey,FR,FR,15.64,SNCF,day,14,144,0.22,2.25,2.03,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0464508,2.2035492,11.1
EXT,Le Sentier L Orient,Vallorbe,day,le Sentier l Orient → Vallorbe,CH,CH,15.92,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.22,2.29,2.07,90.4,Back-on-Track 2022,2026-03-22,0.014,0.22288,2.06712,21.2
K14,Le Teil,Pierrelatte,day,le Teil → Pierrelatte,FR,FR,19.84,SNCF,day,14,144,0.28,2.86,2.58,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0589248,2.8010751999999997,11.1
P29,Morteau,Le Valdahon,day,Morteau → le Valdahon,FR,FR,22.56,SNCF,day,14,144,0.32,3.25,2.93,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0670032,3.1829968,11.1
Leipzig Hbf → Leer(Ostfriesl),Leipzig Hbf,Leer Ostfriesl,night,Leipzig → Leer Ostfriesl,DE,DE,394.62,DB,night,14,144,5.52,56.83,51.31,90.3,Back-on-Track 2022,2026-03-22,0.014,5.52468,51.305319999999995,9.9
Magdeburg Hbf → Leer(Ostfriesl),Magdeburg Hbf,Leer Ostfriesl,night,Magdeburg → Leer Ostfriesl,DE,DE,306.05,DB,night,14,144,4.28,44.07,39.79,90.3,Back-on-Track 2022,2026-03-22,0.014,4.2847,39.7853,9.9
Singen(Hohentwiel) → Leer(Ostfriesl),Singen Hohentwiel,Leer Ostfriesl,day,Singen Hohentwiel → Leer Ostfriesl,DE,DE,616.29,DB,day,14,144,8.63,88.75,80.12,90.3,Back-on-Track 2022,2026-03-22,0.014,8.62806,80.12194,9.9
Magdeburg Hbf → Leipzig Hbf,Magdeburg Hbf,Leipzig Hbf,night,Magdeburg → Leipzig,DE,DE,101.59,DB,night,14,144,1.42,14.63,13.21,90.3,Back-on-Track 2022,2026-03-22,0.014,1.42226,13.207740000000001,9.9
Norddeich → Leipzig Hbf,Norddeich,Leipzig Hbf,night,Norddeich → Leipzig,DE,DE,434.64,DB,night,14,144,6.08,62.59,56.51,90.3,Back-on-Track 2022,2026-03-22,0.014,6.08496,56.50504,9.9
Oldenburg(Oldb) → Leipzig Hbf,Oldenburg Oldb,Leipzig Hbf,day,Oldenburg Oldb → Leipzig,DE,DE,346.61,DB,day,14,144,4.85,49.91,45.06,90.3,Back-on-Track 2022,2026-03-22,0.014,4.85254,45.05746,9.9
Leipzig Hbf → Praha hl.n.,Leipzig Hbf,Praha Hl N,night,Leipzig → Praha Hl N,DE,DE,201.52,CD,night,14,144,2.82,29.02,26.2,90.3,Back-on-Track 2022,2026-03-22,0.014,2.8212800000000002,26.198719999999998,9.9
Leipzig Hbf → Rostock Hbf,Leipzig Hbf,Rostock Hbf,day,Leipzig → Rostock,DE,DE,304.34,DB,day,14,144,4.26,43.82,39.56,90.3,Back-on-Track 2022,2026-03-22,0.014,4.260759999999999,39.55924,9.9
Stuttgart Hbf → Leipzig Hbf,Stuttgart Hbf,Leipzig Hbf,day,Stuttgart → Leipzig,DE,DE,365.03,DB,day,14,144,5.11,52.56,47.45,90.3,Back-on-Track 2022,2026-03-22,0.014,5.1104199999999995,47.449580000000005,9.9
Leipzig Hbf → Warnemünde,Leipzig Hbf,Warnemunde,day,Leipzig → Warnemunde,DE,DE,315.44,DB,day,14,144,4.42,45.42,41.0,90.3,Back-on-Track 2022,2026-03-22,0.014,4.41616,41.003840000000004,9.9
Leipzig Hbf → Wiesbaden Hbf,Leipzig Hbf,Wiesbaden Hbf,night,Leipzig → Wiesbaden,DE,DE,323.99,DB,night,14,144,4.54,46.65,42.11,90.3,Back-on-Track 2022,2026-03-22,0.014,4.5358600000000004,42.11414,9.9
R,Zweisimmen,Lenk Im Simmental,day,Zweisimmen → Lenk im Simmental,CH,CH,11.79,MOB (Montreux-Oberland Bernois),day,14,144,0.17,1.7,1.53,90.0,Back-on-Track 2022,2026-03-22,0.014,0.16505999999999998,1.53494,21.2
C41,Lens,Lille Flandres,day,Lens → Lille Flandres,FR,FR,28.9,SNCF,day,14,144,0.4,4.16,3.76,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.08583299999999999,4.074167,11.1
P51,Saint Pol Sur Ternoise,Lens,day,Saint Pol Sur Ternoise → Lens,FR,FR,35.06,SNCF,day,14,144,0.49,5.05,4.56,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1041282,4.9458718,11.1
S9,Luzern,Lenzburg,day,Luzern → Lenzburg,CH,CH,39.36,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.55,5.67,5.12,90.3,Back-on-Track 2022,2026-03-22,0.014,0.55104,5.1189599999999995,21.2
S26,Muri Ag,Lenzburg,day,Muri Ag → Lenzburg,CH,CH,18.03,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.25,2.6,2.35,90.4,Back-on-Track 2022,2026-03-22,0.014,0.25242000000000003,2.3475800000000002,21.2
S26,Lenzburg,Rotkreuz,day,Lenzburg → Rotkreuz,CH,CH,33.98,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.48,4.89,4.41,90.2,Back-on-Track 2022,2026-03-22,0.014,0.47572,4.41428,21.2
S11,Sennhof Kyburg,Lenzburg,day,Sennhof Kyburg → Lenzburg,CH,CH,45.13,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.63,6.5,5.87,90.3,Back-on-Track 2022,2026-03-22,0.014,0.63182,5.86818,21.2
S11,Seuzach,Lenzburg,day,Seuzach → Lenzburg,CH,CH,45.66,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.64,6.58,5.94,90.3,Back-on-Track 2022,2026-03-22,0.014,0.6392399999999999,5.94076,21.2
S11,Lenzburg,Winterthur Seen,day,Lenzburg → Winterthur Seen,CH,CH,46.11,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.65,6.64,5.99,90.2,Back-on-Track 2022,2026-03-22,0.014,0.64554,5.99446,21.2
S28,Lenzburg,Zofingen,day,Lenzburg → Zofingen,CH,CH,20.61,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.29,2.97,2.68,90.2,Back-on-Track 2022,2026-03-22,0.014,0.28854,2.6814600000000004,21.2
RE,Lenzburg,Zurich Hb,day,Lenzburg → Zurich Hb,CH,CH,27.88,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.39,4.01,3.62,90.3,Back-on-Track 2022,2026-03-22,0.014,0.39032,3.61968,21.2
C9,Les Arcs Draguignan,Marseille Saint Charles,day,les Arcs Draguignan → Marseille Saint Charles,FR,FR,90.67,SNCF,day,14,144,1.27,13.06,11.79,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2692899,12.7907101,11.1
C13,Les Arcs Draguignan,Menton,day,les Arcs Draguignan → Menton,FR,FR,88.75,SNCF Voyageurs SA,day,14,144,1.24,12.78,11.54,90.3,Back-on-Track 2022,2026-03-22,0.014,1.2425,11.5375,11.1
C13,Les Arcs Draguignan,Nice Ville,day,les Arcs Draguignan → Nice Ville,FR,FR,68.61,SNCF Voyageurs SA,day,14,144,0.96,9.88,8.92,90.3,Back-on-Track 2022,2026-03-22,0.014,0.9605400000000001,8.91946,11.1
C9,Les Arcs Draguignan,Toulon,day,les Arcs Draguignan → Toulon,FR,FR,57.69,SNCF,day,14,144,0.81,8.31,7.5,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1713393,8.1386607,11.1
P4,Limoges Benedictins,Les Aubrais,day,Limoges Benedictins → les Aubrais,FR,FR,237.48,SNCF,day,14,144,3.32,34.2,30.88,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.7053155999999999,33.494684400000004,11.1
K8+,Paris Austerlitz,Les Aubrais,day,Paris Austerlitz → les Aubrais,FR,FR,107.27,SNCF,day,14,144,1.5,15.45,13.95,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3185919,15.1314081,11.1
K8+,Les Aubrais,Saint Pierre Des Corps,night,les Aubrais → Saint Pierre des Corps,FR,FR,107.08,SNCF VOYAGEURS,night,14,144,1.5,15.42,13.92,90.3,Back-on-Track 2022,2026-03-22,0.014,1.49912,13.92088,11.1
R,Saignelegier,Les Bois,day,Saignelegier → les Bois,CH,CH,10.91,CJ (Chemins de fer du Jura),day,14,144,0.15,1.57,1.42,90.4,Back-on-Track 2022,2026-03-22,0.014,0.15274000000000001,1.41726,21.2
P52,Les Houches,Vallorcine,day,les Houches → Vallorcine,FR,FR,18.67,SNCF,day,14,144,0.26,2.69,2.43,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0554499,2.6345501,11.1
K8,Les Sables D Olonne,Nantes,day,les Sables d Olonne → Nantes,FR,FR,81.82,SNCF,day,14,144,1.15,11.78,10.63,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.24300539999999998,11.5369946,11.1
411B,Les Sables D Olonne,Paris Montparnasse Hall 1 2,night,les Sables D Olonne → Paris Montparnasse Hall 1 2,FR,FR,402.5,SNCF VOYAGEURS,night,14,144,5.64,57.96,52.32,90.3,Back-on-Track 2022,2026-03-22,0.014,5.635,52.325,11.1
P75,Saumur,Les Sables D Olonne,day,Saumur → les Sables d Olonne,FR,FR,155.54,SNCF,day,14,144,2.18,22.4,20.22,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.46195379999999997,21.9380462,11.1
L42,Pauillac,Lesparre,day,Pauillac → Lesparre,FR,FR,18.58,SNCF,day,14,144,0.26,2.68,2.42,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.05518259999999999,2.6248174,11.1
D31,Limoges Benedictins,Libourne,day,Limoges Benedictins → Libourne,FR,FR,155.78,SNCF,day,14,144,2.18,22.43,20.25,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.4626666,21.9673334,11.1
L31,Perigueux,Libourne,day,Perigueux → Libourne,FR,FR,80.08,SNCF,day,14,144,1.12,11.53,10.41,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.23783759999999998,11.292162399999999,11.1
D33,Libourne,Sarlat,day,Libourne → Sarlat,FR,FR,114.83,SNCF,day,14,144,1.61,16.54,14.93,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3410451,16.1989549,11.1
L32,Tulle,Libourne,day,Tulle → Libourne,FR,FR,161.02,SNCF,day,14,144,2.25,23.19,20.94,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.4782294,22.7117706,11.1
P811,Liepvre Route La Vancelle,Selestat,day,Liepvre Route la Vancelle → Selestat,FR,FR,11.49,SNCF,day,14,144,0.16,1.65,1.49,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0341253,1.6158747,11.1
P811,Liepvre Rue Robert Guth,Selestat Schwilgue,day,Liepvre Rue Robert Guth → Selestat Schwilgue,FR,FR,13.28,SNCF,day,14,144,0.19,1.91,1.72,90.1,Back-on-Track 2022,2026-03-22,0.00297,0.0394416,1.8705584,11.1
001A,Lille Europe,Lyon Part Dieu,day,Lille Europe → Lyon Part Dieu,FR,FR,558.33,SNCF,day,14,144,7.82,80.4,72.58,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.6582401000000002,78.7417599,11.1
001A,Lyon Perrache,Lille Europe,day,Lyon Perrache → Lille Europe,FR,FR,559.06,SNCF,day,14,144,7.83,80.5,72.67,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.6604081999999998,78.8395918,11.1
001B,Lille Europe,Marseille Saint Charles,night,Lille Europe → Marseille Saint Charles,FR,FR,834.23,SNCF VOYAGEURS,night,14,144,11.68,120.13,108.45,90.3,Back-on-Track 2022,2026-03-22,0.014,11.67922,108.45078,11.1
001B,Lille Europe,Montpellier Saint Roch,day,Lille Europe → Montpellier Saint Roch,FR,FR,784.57,SNCF,day,14,144,10.98,112.98,102.0,90.3,Back-on-Track 2022,2026-03-22,0.00297,2.3301729,110.64982710000001,11.1
001A,Lille Europe,Montpellier Sud De France,day,Lille Europe → Montpellier Sud de France,FR,FR,785.9,SNCF,day,14,144,11.0,113.17,102.17,90.3,Back-on-Track 2022,2026-03-22,0.00297,2.334123,110.835877,11.1
003B,Lille Europe,Nantes,day,Lille Europe → Nantes,FR,FR,508.32,SNCF,day,14,144,7.12,73.2,66.08,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.5097104,71.6902896,11.1
261B,Lille Europe,Paris Gare Du Nord,day,Lille Europe → Paris du Nord,FR,FR,202.36,SNCF,day,14,144,2.83,29.14,26.31,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.6010092,28.5389908,11.1
K94+,Rang Du Fliers Verton Berck,Lille Europe,day,Rang du Fliers Verton Berck → Lille Europe,FR,FR,103.93,SNCF,day,14,144,1.46,14.97,13.51,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.3086721,14.6613279,11.1
003C,Lille Europe,Rennes,day,Lille Europe → Rennes,FR,FR,444.5,SNCF,day,14,144,6.22,64.01,57.79,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.320165,62.689835,11.1
533A,Lille Flandres,Lyon Part Dieu,day,Lille Flandres → Lyon Part Dieu,FR,FR,558.13,SNCF,day,14,144,7.81,80.37,72.56,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.6576461,78.71235390000001,11.1
001B,Lyon Perrache,Lille Flandres,day,Lyon Perrache → Lille Flandres,FR,FR,558.85,SNCF,day,14,144,7.82,80.47,72.65,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.6597845,78.8102155,11.1
533A,Marne La Vallee Chessy,Lille Flandres,day,Marne la Vallee Chessy → Lille Flandres,FR,FR,197.53,SNCF,day,14,144,2.77,28.44,25.67,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.5866641,27.8533359,11.1
001B,Lille Flandres,Marseille Saint Charles,night,Lille Flandres → Marseille Saint Charles,FR,FR,834.01,SNCF VOYAGEURS,night,14,144,11.68,120.1,108.42,90.3,Back-on-Track 2022,2026-03-22,0.014,11.67614,108.42385999999999,11.1
K60,Maubeuge,Lille Flandres,day,Maubeuge → Lille Flandres,FR,FR,75.28,SNCF,day,14,144,1.05,10.84,9.79,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2235816,10.6164184,11.1
001G,Lille Flandres,Modane,night,Lille Flandres → Modane,FR,FR,661.51,SNCF VOYAGEURS,night,14,144,9.26,95.26,86.0,90.3,Back-on-Track 2022,2026-03-22,0.014,9.26114,85.99886000000001,11.1
001B,Montpellier Saint Roch,Lille Flandres,night,Montpellier Saint Roch → Lille Flandres,FR,FR,784.29,SNCF VOYAGEURS,night,14,144,10.98,112.94,101.96,90.3,Back-on-Track 2022,2026-03-22,0.014,10.98006,101.95994,11.1
533A,Montpellier Sud De France,Lille Flandres,day,Montpellier Sud de France → Lille Flandres,FR,FR,785.62,SNCF,day,14,144,11.0,113.13,102.13,90.3,Back-on-Track 2022,2026-03-22,0.00297,2.3332914,110.7967086,11.1
003B,Lille Flandres,Nantes,day,Lille Flandres → Nantes,FR,FR,507.8,SNCF,day,14,144,7.11,73.12,66.01,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.5081660000000001,71.611834,11.1
K71,Saint Omer,Lille Flandres,day,Saint Omer → Lille Flandres,FR,FR,58.05,SNCF,day,14,144,0.81,8.36,7.55,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1724085,8.1875915,11.1
261B,Lille Flandres,Paris Gare Du Nord,night,Lille Flandres → Paris du Nord,FR,FR,201.95,SNCF VOYAGEURS,night,14,144,2.83,29.08,26.25,90.3,Back-on-Track 2022,2026-03-22,0.014,2.8272999999999997,26.252699999999997,11.1
C50,Saint Pol Sur Ternoise,Lille Flandres,day,Saint Pol Sur Ternoise → Lille Flandres,FR,FR,59.06,SNCF,day,14,144,0.83,8.5,7.67,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.17540820000000001,8.3245918,11.1
K40,Lille Flandres,Saint Quentin,day,Lille Flandres → Saint Quentin,FR,FR,90.03,SNCF,day,14,144,1.26,12.96,11.7,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2673891,12.6926109,11.1
K45,Lille Flandres,Rouen Rive Droite,day,Lille Flandres → Rouen Rive Droite,FR,FR,193.26,SNCF,day,14,144,2.71,27.83,25.12,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.5739822,27.2560178,11.1
P80,Lille Flandres,Tourcoing,day,Lille Flandres → Tourcoing,FR,FR,11.29,SNCF,day,14,144,0.16,1.63,1.47,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0335313,1.5964687,11.1
P81,Lille Flandres,Tournai,day,Lille Flandres → Tournai,FR,FR,23.15,SNCF,day,14,144,0.32,3.33,3.01,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.0687555,3.2612445,11.1
C60,Valenciennes,Lille Flandres,day,Valenciennes → Lille Flandres,FR,FR,43.87,SNCF,day,14,144,0.61,6.32,5.71,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1302939,6.1897061,11.1
L26,Meymac,Limoges Benedictins,day,Meymac → Limoges Benedictins,FR,FR,77.51,SNCF,day,14,144,1.09,11.16,10.07,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.2302047,10.9297953,11.1
L24,Limoges Benedictins,Mignaloux Nouaille,night,Limoges Benedictins → Mignaloux Nouaille,FR,FR,101.12,SNCF VOYAGEURS,night,14,144,1.42,14.56,13.14,90.2,Back-on-Track 2022,2026-03-22,0.014,1.41568,13.14432,11.1
L25,Limoges Benedictins,Montlucon,day,Limoges Benedictins → Montlucon,FR,FR,116.68,SNCF,day,14,144,1.63,16.8,15.17,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.3465396,16.4534604,11.1
P4,Limoges Benedictins,Orleans,night,Limoges Benedictins → Orleans,FR,FR,235.39,SNCF VOYAGEURS,night,14,144,3.3,33.9,30.6,90.3,Back-on-Track 2022,2026-03-22,0.014,3.29546,30.60454,11.1
D31,Limoges Benedictins,Perigueux,day,Limoges Benedictins → Perigueux,FR,FR,84.29,SNCF,day,14,144,1.18,12.14,10.96,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.25034130000000004,11.8896587,11.1
L24,Limoges Benedictins,Poitiers,night,Limoges Benedictins → Poitiers,FR,FR,109.77,SNCF VOYAGEURS,night,14,144,1.54,15.81,14.27,90.3,Back-on-Track 2022,2026-03-22,0.014,1.53678,14.27322,11.1
L18,Saillat Chassenon,Limoges Benedictins,day,Saillat Chassenon → Limoges Benedictins,FR,FR,35.47,SNCF,day,14,144,0.5,5.11,4.61,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.10534589999999999,5.004654100000001,11.1
L26,Ussel,Limoges Benedictins,day,Ussel → Limoges Benedictins,FR,FR,87.02,SNCF,day,14,144,1.22,12.53,11.31,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2584494,12.2715506,11.1
P4,Vierzon,Limoges Benedictins,day,Vierzon → Limoges Benedictins,FR,FR,166.05,SNCF,day,14,144,2.32,23.91,21.59,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.4931685,23.4168315,11.1
L23,Limoges Benedictins,Saint Yrieix,day,Limoges Benedictins → Saint Yrieix,FR,FR,35.57,SNCF,day,14,144,0.5,5.12,4.62,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1056429,5.0143571,11.1
P3,Quillan,Limoux,day,Quillan → Limoux,FR,FR,20.56,SNCF,day,14,144,0.29,2.96,2.67,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0610632,2.8989368,11.1
RE,Lindau Reutin,Singen Hohentwiel,day,Lindau Reutin → Singen Hohentwiel,CH,CH,68.53,DB Regio (DB Regio AG Baden-Württemberg),day,14,144,0.96,9.87,8.91,90.3,Back-on-Track 2022,2026-03-22,0.014,0.95942,8.91058,21.2
RE,Ulm Hbf,Lindau Reutin,day,Ulm → Lindau Reutin,CH,CH,96.45,DB Regio (DB Regio AG Baden-Württemberg),day,14,144,1.35,13.89,12.54,90.3,Back-on-Track 2022,2026-03-22,0.014,1.3503,12.5397,21.2
Lindau Hbf → Zürich HB,Lindau Hbf,Zurich Hb,day,Lindau → Zurich Hb,DE,DE,87.69,SBB,day,14,144,1.23,12.63,11.4,90.3,Back-on-Track 2022,2026-03-22,0.014,1.22766,11.40234,9.9
S25,Nafels Mollis,Linthal,day,Nafels Mollis → Linthal,CH,CH,20.02,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.28,2.88,2.6,90.3,Back-on-Track 2022,2026-03-22,0.014,0.28028,2.59972,21.2
S25,Pfaffikon Sz,Linthal,day,Pfaffikon Sz → Linthal,CH,CH,35.05,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.49,5.05,4.56,90.3,Back-on-Track 2022,2026-03-22,0.014,0.49069999999999997,4.5592999999999995,21.2
S6,Rapperswil Sg,Linthal,day,Rapperswil Sg → Linthal,CH,CH,36.0,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,0.5,5.18,4.68,90.3,Back-on-Track 2022,2026-03-22,0.014,0.504,4.676,21.2
S25,Linthal,Ziegelbrucke,day,Linthal → Ziegelbrucke,CH,CH,23.89,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.33,3.44,3.11,90.4,Back-on-Track 2022,2026-03-22,0.014,0.33446000000000004,3.10554,21.2
S25,Zurich Hb,Linthal,day,Zurich Hb → Linthal,CH,CH,61.08,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.86,8.8,7.94,90.2,Back-on-Track 2022,2026-03-22,0.014,0.85512,7.94488,21.2
A98,Linz Donau Hauptbahnhof 10,Wien Hauptbahnhof,night,Linz Donau 10 → Wien,AT,AT,154.94,ÖBB,night,14,144,2.17,22.31,20.14,90.3,Back-on-Track 2022,2026-03-22,0.014,2.16916,20.140839999999997,13.6
REX2,Salzburg Hauptbahnhof,Linz Donau Hauptbahnhof 12,night,Salzburg → Linz Donau 12,AT,AT,106.76,ÖBB,night,14,144,1.49,15.37,13.88,90.3,Back-on-Track 2022,2026-03-22,0.014,1.4946400000000002,13.875359999999999,13.6
REX2,Linz Donau Hauptbahnhof 2,Salzburg Taxham Europark S Bahn,night,Linz Donau 2 → Salzburg Taxham Europark S Bahn,AT,AT,108.89,ÖBB,night,14,144,1.52,15.68,14.16,90.3,Back-on-Track 2022,2026-03-22,0.014,1.5244600000000001,14.15554,13.6
A94,St Margrethen Bahnhof,Linz Donau Hauptbahnhof 6,night,St Margrethen → Linz Donau 6,AT,AT,359.34,ÖBB,night,14,144,5.03,51.74,46.71,90.3,Back-on-Track 2022,2026-03-22,0.014,5.03076,46.70924,13.6
A19,Wien Hauptbahnhof,Linz Donau Hauptbahnhof 6,night,Wien → Linz Donau 6,AT,AT,154.97,ÖBB,night,14,144,2.17,22.32,20.15,90.3,Back-on-Track 2022,2026-03-22,0.014,2.16958,20.15042,13.6
REX2,Linz Donau Hauptbahnhof 7,Salzburg Hauptbahnhof,night,Linz Donau 7 → Salzburg,AT,AT,106.76,ÖBB,night,14,144,1.49,15.37,13.88,90.3,Back-on-Track 2022,2026-03-22,0.014,1.4946400000000002,13.875359999999999,13.6
A94,St Margrethen Bahnhof,Linz Donau Hauptbahnhof 7,night,St Margrethen → Linz Donau 7,AT,AT,359.35,ÖBB,night,14,144,5.03,51.75,46.72,90.3,Back-on-Track 2022,2026-03-22,0.014,5.030900000000001,46.7191,13.6
A98,Linz Donau Hauptbahnhof 7,Wien Hauptbahnhof,night,Linz Donau 7 → Wien,AT,AT,154.96,ÖBB,night,14,144,2.17,22.31,20.14,90.3,Back-on-Track 2022,2026-03-22,0.014,2.1694400000000003,20.140559999999997,13.6
A1,Salzburg Hauptbahnhof,Linz Donau Hauptbahnhof 9,night,Salzburg → Linz Donau 9,AT,AT,106.74,ÖBB,night,14,144,1.49,15.37,13.88,90.3,Back-on-Track 2022,2026-03-22,0.014,1.49436,13.875639999999999,13.6
P3,Lisieux,Trouville Deauville,day,Lisieux → Trouville Deauville,FR,FR,26.86,SNCF,day,14,144,0.38,3.87,3.49,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0797742,3.7902258,11.1
R,Locarno Fart,Verdasio,day,Locarno Fart → Verdasio,CH,CH,11.84,FART (Ferrovie Autolinee Regionali Ticinesi),day,14,144,0.17,1.7,1.53,90.0,Back-on-Track 2022,2026-03-22,0.014,0.16576,1.53424,21.2
RE,Lugano,Locarno,day,Lugano → Locarno,CH,CH,21.69,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.3,3.12,2.82,90.4,Back-on-Track 2022,2026-03-22,0.014,0.30366000000000004,2.8163400000000003,21.2
EXT,Luzern,Locarno,day,Luzern → Locarno,CH,CH,104.56,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.46,15.06,13.6,90.3,Back-on-Track 2022,2026-03-22,0.014,1.46384,13.596160000000001,21.2
